sector,sl_no,project_name,agency,project_code,legacy_ocms_code,original_cost,commissioning_date,expenditure,report_month,source_file,completion_month,ministry,state,approval_date,start_date,actual_completion,target_doc,revised_doc,revised_cost,final_cost,actual_mi,orig_doc_mi,y_cost_overrun_pct,y_time_overrun_m
Roads & Highways,99,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],NHAI,618456.0,,1119.35,,1114.19,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,11/2019,05/2021,05/2023,03/2025,,1194.17,1194.17,24281.0,24303.0,6.684236387189009,-22.0
Roads & Highways,100,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,NHAI,619063.0,,1636.15,,1283.3,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,03/2022,11/2022,11/2024,10/2025,,2170.39,2170.39,24299.0,24310.0,32.652262934327524,-11.0
Roads & Highways,101,Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00,NHAI,618562.0,,579.0,,141.09,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,06/2005,07/2006,01/2009,07/2025,,295.5,295.5,24109.0,24307.0,-48.96373056994819,-198.0
Roads & Highways,102,Trichy 135.800 to Karur 218.000 section of NH-67 - Trichy Bypass,NHAI,618743.0,,876.88,,336.71,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,12/2006,01/2008,07/2010,06/2026,,360.88,360.88,24127.0,24318.0,-58.844995894535174,-191.0
Roads & Highways,103,4L of Vadugapatti to Therkuvenganallur Rajapalyam section from km 36.000 to km 71.600 of NH-744,NHAI,618745.0,,1317.6,,954.04,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,02/2022,04/2023,04/2025,06/2026,,1137.16,1137.16,24304.0,24318.0,-13.69459623557983,-14.0
Roads & Highways,104,Tuticorin - Tirunelveli from km. 0.00 to km. 47.250,NHAI,618773.0,,449.85,,2.8,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,11/2009,04/2010,04/2012,06/2014,,452.48,452.48,24148.0,24174.0,0.5846393242191832,-26.0
Roads & Highways,105,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH-45,NHAI,618874.0,,1003.11,,377.7,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,12/2006,01/2008,07/2010,06/2026,,435.81,435.81,24127.0,24318.0,-56.5541166970721,-191.0
Roads & Highways,106,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II,NHAI,618897.0,,2356.19,,1697.35,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,03/2017,08/2018,08/2020,11/2025,,2356.9,2356.9,24248.0,24311.0,0.03013339331717885,-63.0
Roads & Highways,107,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68,NHAI,618943.0,,861.23,,940.44,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,12/2006,01/2008,01/2011,11/2025,,1019.85,1019.85,24133.0,24311.0,18.417844246020227,-178.0
Roads & Highways,108,Thumbipadi-Namakkal from km. 180.00 to km. 248.625 Package No. NS- 2/BOT/TN-02,NHAI,619083.0,,255.53,,392.41,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,06/2005,08/2006,02/2009,06/2026,,395.43,395.43,24110.0,24318.0,54.74895315618518,-208.0
Roads & Highways,109,Start of Karur Bypass - Dindigul from km. 292.600 to km. 305.600 Contract Package No. NS2/BOT/TN-4,NHAI,619084.0,,461.54,,222.72,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,08/2005,10/2006,04/2009,12/2025,,515.03,515.03,24112.0,24312.0,11.589461368462095,-200.0
Roads & Highways,110,Rehabilitation & upgradation of NH - 167 from design km 187.723 to 234.434 Miryalaguda to Kodad section to two lane with paved shoulder on EPC mode in the state of Telangana,MoRTH,617992.0,,322.81,,154.47,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,03/2018,09/2018,09/2020,01/2026,,322.81,322.81,24249.0,24313.0,0.0,-64.0
Roads & Highways,111,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,MoRTH,617996.0,,298.0,,238.2,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,10/2016,02/2017,02/2019,04/2024,,,298.0,24230.0,24292.0,0.0,-62.0
Roads & Highways,112,Rehabilitation and upgradation to two lane with paved shoulders from Km 0/000 to 72/6 of NH-365 Nakrekal to Tanamcherla section under NHDP IV in the state of Telangana under EPC mode,MoRTH,618026.0,,605.08,,585.2,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,06/2017,11/2017,10/2019,05/2025,,,605.08,24238.0,24305.0,0.0,-67.0
Roads & Highways,113,Widening & strengthening of existing carriageway in 2 lane with paved shoulders from km 25/0 to 59/2 design Ch km 25.467 to 59.200 of NH - 353C on EPC mode in the state of Telangana,MoRTH,618132.0,,206.13,,318.62,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,02/2018,06/2018,06/2020,01/2025,,,206.13,24246.0,24301.0,0.0,-55.0
Roads & Highways,114,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16,MoRTH,618142.0,,244.54,,147.48,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,01/2017,05/2017,05/2019,08/2023,,,244.54,24233.0,24284.0,0.0,-51.0
Roads & Highways,115,widening to two lane with Paved shoulders from Km.0/970 to Km.40/410 of Jangaon - Thirumal giriof NH- 365B in the state of Telanganaon EPC mode under NHO Annual Plan 2016-17,MoRTH,618143.0,,197.0,,3.24,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Telangana,03/2017,11/2017,10/2019,10/2023,,,197.0,24238.0,24286.0,0.0,-48.0
Roads & Highways,116,Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length- 18.600 km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on EPC bais under NHO,NHIDCL,618386.0,,277.5,,273.04,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Tripura,02/2020,07/2020,01/2022,12/2024,,302.03,302.03,24265.0,24300.0,8.83963963963963,-35.0
Roads & Highways,117,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,618008.0,,185.09,,200.32,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,03/2021,03/2022,09/2023,09/2024,,269.81,269.81,24285.0,24297.0,45.7723269760657,-12.0
Roads & Highways,118,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode.,MoRTH,618110.0,,307.11,,136.8,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,11/2021,11/2022,05/2024,05/2025,,,307.11,24293.0,24305.0,0.0,-12.0
Roads & Highways,119,6L Greenfield Kanpur - Lucknow Expressway Pkg II from km. 28.500 to km. 73.744,NHAI,618498.0,,2471.56,,1439.5,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,12/2021,11/2022,05/2025,02/2026,,2489.0,2489.0,24305.0,24314.0,0.7056272152001187,-9.0
Roads & Highways,120,6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km. 141.000 of Yamuna Expressways,NHAI,618553.0,,957.62,,759.58,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,01/2022,02/2023,02/2025,01/2026,,1034.42,1034.42,24302.0,24313.0,8.019882625676162,-11.0
Roads & Highways,121,Strengthening of existing 4L Ayodhya Bypass Section from design Km. 121 600 to Km. 144020 of NH 28 New NH 27Pkg-3,NHAI,618565.0,,526.45,,270.75,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,03/2023,09/2023,03/2025,11/2025,,281.13,281.13,24303.0,24311.0,-46.598917276094596,-8.0
Roads & Highways,122,4L Spur of Panipat - Shamli connecting NH-709AD Panipat Shamli Muzaffarnagar and NH-709A Karnal Meerut bypassing Shamli district UP,NHAI,618770.0,,516.16,,247.21,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,10/2021,10/2022,10/2024,05/2025,,273.42,273.42,24298.0,24305.0,-47.028053316800985,-7.0
Roads & Highways,123,2L PS of Raebareli - Jagdishpur with 4L Jagdishpur Bypass Spur,NHAI,618854.0,,706.41,,534.31,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,02/2021,01/2022,01/2024,11/2025,,752.52,752.52,24289.0,24311.0,6.527370790334228,-22.0
Roads & Highways,124,"Improvement and Up-Gradation of Existing Road to 2/4L PS from Km 40.000 to 88.750, start of Khutar bypass to start of Shahjahanpur bypass of NH 731Pkg-I",NHAI,618855.0,,838.68,,616.56,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,03/2022,02/2023,02/2025,03/2026,,838.68,838.68,24302.0,24315.0,0.0,-13.0
Roads & Highways,125,4L from Mathura Bypass Start at Existing Km. 154.20 of NH-44 to Gaju Village at Km 32.982 of NH-530B Pkg-IB,NHAI,618864.0,,1722.11,,1057.04,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,01/2022,03/2023,03/2025,01/2026,,1820.77,1820.77,24303.0,24313.0,5.729018471526214,-10.0
Roads & Highways,126,4L from Gaju Village at Km. 32.982 to Devinagar Bypass End at Km. 208.000 of NH-530B Pkg-1C.,NHAI,618865.0,,1384.79,,862.65,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,12/2021,01/2023,01/2025,04/2025,,1496.44,1496.44,24301.0,24304.0,8.062594328381927,-3.0
Roads & Highways,127,4L Prayagraj Greenfield By-pass from design Km 50860 near Nibi Kala Uperhar to design Km 64763 on NH-19 near Khodaypur Kasgaon including Interchange loop at NH-19,NHAI,618959.0,,1017.99,,412.74,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,08/2023,12/2023,03/2025,02/2026,,427.54,427.54,24303.0,24314.0,-58.00155207811472,-11.0
Roads & Highways,128,Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to 92.880 of NH-,MoRTH,617970.0,,282.08,,352.53,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttarakhand,10/2016,06/2017,06/2019,09/2023,,,282.08,24234.0,24285.0,0.0,-51.0
Roads & Highways,129,Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km 122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of Uttarakhand,MoRTH,617975.0,,237.79,,196.69,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Uttarakhand,03/2017,11/2017,11/2019,01/2026,,,237.79,24239.0,24313.0,0.0,-74.0
Steel,130,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],617253.0,,513.82,,415.18,2026-06,FlashReport_June_2026.pdf,,Ministry of Steel,Jharkhand,08/2023,10/2023,07/2025,05/2026,,,513.82,24307.0,24317.0,0.0,-10.0
Water Resources,1,Rajiv Bhima Lift Irrigation Scheme,Irrigation and CAD-TG,701406.0,,1402.0,,1839.76,2026-07,FlashReport_July_2026.pdf,,"Department of Water Resources, River Development & GR",Telangana,04/2007,01/2008,06/2026,12/2019,03/2026,2509.66,2509.66,24318.0,24240.0,79.00570613409414,78.0
Waste & Water,2,Pune Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702851.0,,235.95,,220.77,2026-07,FlashReport_July_2026.pdf,,Ministry of Housing & Urban Affairs,Maharashtra,03/2017,07/2017,07/2026,03/2023,08/2026,,235.95,24319.0,24279.0,0.0,40.0
Energy Storage,3,Srikakulam Angul Gas Pipeline Project,Gas Authority of India Limited [GAIL],701343.0,,2658.34,,2315.2,2026-07,FlashReport_July_2026.pdf,,Ministry of Petroleum & Natural Gas,Odisha,09/2019,09/2019,07/2026,07/2026,07/2026,2810.0,2810.0,24319.0,24319.0,5.705064062535261,0.0
Energy Storage,4,New Mundra Panipat Crude Oil Pipeline,Indian Oil Corporation Limited [IOCL],400078.0,,9028.0,,7554.56,2026-07,FlashReport_July_2026.pdf,,Ministry of Petroleum & Natural Gas,Rajasthan,12/2021,12/2021,07/2026,12/2024,07/2026,9028.0,9028.0,24319.0,24300.0,0.0,19.0
Transmission & Distribution,5,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Power Grid Corporation of India Limited [POWERGRID],611966.0,,224.41,,224.41,2026-07,FlashReport_July_2026.pdf,,Ministry of Power,Maharashtra,11/2023,11/2023,06/2026,07/2025,05/2026,,224.41,24318.0,24307.0,0.0,11.0
Roads & Highways,6,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,MoRTH,617949.0,,159.66,,75.74,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2023,03/2024,01/2026,03/2026,01/2026,,159.66,24313.0,24315.0,0.0,-2.0
Roads & Highways,7,Rehabilitation and Upgrading of NH-707 OLD 72-B Package - 2 Hewna to Ashyari,MoRTH,618051.0,,242.8,,145.49,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Himachal Pradesh,04/2020,03/2021,12/2025,03/2023,12/2025,220.95,220.95,24312.0,24279.0,-8.999176276771014,33.0
Roads & Highways,8,Upgradation of Dindori-Sagartola-kabichabutra MP-CG border section of NH -45 from km 000Design to km 77.00 Design to Two lane with paved shoulder configration along with one time improvement in 04 nos. of bypaased built-up areas in a total length of 9.1 km in the state of Madhya Pradesh on EPC mode.,MoRTH,617915.0,,329.14,,204.39,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,01/2022,09/2023,03/2026,09/2025,03/2026,319.09,319.09,24315.0,24309.0,-3.0534119219784928,6.0
Roads & Highways,9,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra.,MoRTH,618136.0,,224.44,,268.45,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,03/2021,02/2022,08/2025,09/2023,08/2025,,224.44,24308.0,24285.0,0.0,23.0
Roads & Highways,10,Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane configuration in the state of Maharashtra on EPC mode.,MoRTH,618175.0,,428.8,,184.63,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,03/2022,05/2023,02/2026,05/2025,02/2026,,428.8,24314.0,24305.0,0.0,9.0
Roads & Highways,11,Beawer Gomti 4LPS from km 58.245 to km 108.600 Pkg-I,MoRTH,617887.0,,379.23,,206.48,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,12/2020,10/2021,12/2025,10/2023,12/2025,,379.23,24312.0,24286.0,0.0,26.0
Roads & Highways,12,Widening to Two with Paved shoulders from Km 59.500 to Km 132.033 of Manneguda- Ravunapally section of NH-163 Erstwhile SH-4 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,MoRTH,617981.0,,359.0,,724.23,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Telangana,03/2017,05/2017,10/2024,05/2019,10/2024,,359.0,24298.0,24233.0,0.0,65.0
Roads & Highways,13,Widening and strengthening of existing 2-lane to 2- lane with paved shoulders from km 159/0 to 165/4 and 186/0 to 215/0 of NH-163 on EPC mode int the state of Telangana,MoRTH,617982.0,,230.03,,383.3,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Telangana,01/2018,06/2018,11/2024,11/2019,11/2024,,230.03,24299.0,24239.0,0.0,60.0
Roads & Highways,14,Rehabilitation and upgradation of NH-167 from design km 157.707 to 187.723 design length 30.016 km to two lane with paved shoulders of Alinagar- Miryalaguda Sec on EPC mode in the state of Telangana,MoRTH,617993.0,,220.28,,223.79,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Telangana,02/2018,05/2018,12/2025,11/2019,12/2025,,220.28,24312.0,24239.0,0.0,73.0
Roads & Highways,15,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem village to Devarapalle village Design Chainage 132664 to 162126,NHAI,618749.0,,711.94,,591.01,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,12/2020,09/2022,05/2026,09/2024,05/2026,926.48,926.48,24317.0,24297.0,30.13456190128381,20.0
Roads & Highways,16,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-28 Ch.756052 to Ch.781282,NHAI,618460.0,,1263.38,,935.5,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,09/2020,11/2021,04/2026,11/2023,04/2026,1266.98,1266.98,24316.0,24287.0,0.2849498963098916,29.0
Roads & Highways,17,Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km. 120.900 to km. 121.150 of NH-8D,NHAI,618833.0,,894.01,,730.06,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,02/2016,02/2018,05/2026,07/2020,05/2026,1127.42,1127.42,24317.0,24247.0,26.10820908043535,70.0
Roads & Highways,18,Kagvadar - Una Package-IV,NHAI,619146.0,,750.53,,833.13,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,02/2016,03/2017,06/2026,09/2019,06/2026,955.78,955.78,24318.0,24237.0,27.34734121221004,81.0
Roads & Highways,19,Dwarka Expressway Pkg-III Delhi/HR Border to Start of RoB Gurugram,NHAI,618577.0,,2228.26,,1775.04,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Delhi, Haryana)",01/2018,11/2018,05/2024,11/2020,05/2024,2298.37,2298.37,24293.0,24251.0,3.146401227863879,42.0
Roads & Highways,20,4L Poanta SahebMednipur from Km. 435.65 to km. 458.65 of NH-07Pkg-1,NHAI,619291.0,,524.54,,321.15,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Uttarakhand, Himachal Pradesh)",03/2022,05/2023,03/2026,05/2025,03/2026,657.32,657.32,24315.0,24305.0,25.3136081137759,10.0
Roads & Highways,21,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 Pkg VI-C,NHAI,619113.0,,555.8,,235.51,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Tamil Nadu,12/2005,11/2006,02/2026,05/2009,02/2026,235.8,235.8,24314.0,24113.0,-57.57466714645555,201.0
Roads & Highways,22,Aligarh-Kanpur Pkg I [Aligarh-Bhadwas],NHAI,618692.0,,1226.64,,1359.15,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,03/2018,02/2019,12/2024,06/2022,12/2024,2069.6,2069.6,24300.0,24270.0,68.72105915345983,30.0
Roads & Highways,23,Construction of Balance work of 2-Lane with PS of Joram-Koloriang Road NH- 713 on EPC basis from Design Km 44.989 to Km 61.547 Existing Km 50.050 to Km 70.000 in the state of Arunachal Pradesh under SARDP-NE Pkg-3,NHIDCL,618432.0,,228.72,,205.68,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Arunachal Pradesh,02/2017,10/2020,09/2024,04/2022,09/2024,,228.72,24297.0,24268.0,0.0,29.0
Roads & Highways,24,Rehabilitation and upgradation to 2 Lane with Paved shoulder of Economic corridor of NH-6 from Design chaiange Km 0.000 to Km 13.510 Package-1 in the state of Mizoram under Bharatmala Pariyojana on EPC mode,NHIDCL,618342.0,,206.9,,214.51,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,03/2020,07/2020,06/2024,06/2022,06/2024,,206.9,24294.0,24270.0,0.0,24.0
Roads & Highways,25,"Rehabilitation and Up gradation to 2-lane with paved shoulder of Keifang Section Economic Corridor of NH-06 from Existing Chainage Km 30050 Keifang to Km 50360 Keifang, Design Chainage Km 27400 to Km 45040 PkgIII in the State of Mizoram under Bharatmala Pariyojna on EPC Mode Seling-Dulte - III",NHIDCL,618343.0,,292.23,,298.93,2026-07,FlashReport_July_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,03/2020,07/2020,10/2024,06/2022,10/2024,,292.23,24298.0,24270.0,0.0,28.0
